County Name,GDP(2015),GDP(2016),GDP(2017),GDP(2018),rank_2018,percent_2016,percent_2017,percent_2018,change_rank2018,State
Stanton,"126,744","111,749","119,775","156,763",85,-11.8,7.2,30.9,2,Kansas
Stevens,"260,208","246,572","254,402","268,179",63,-5.2,3.2,5.4,29,Kansas
Sumner,"657,368","763,770","754,205","715,695",29,16.2,-1.3,-5.1,97,Kansas
Thomas,"395,459","389,736","414,243","413,995",44,-1.4,6.3,-0.1,78,Kansas
Trego,"211,590","155,967","169,023","202,879",76,-26.3,8.4,20,6,Kansas
Wabaunsee,"127,029","127,855","127,022","130,256",94,0.7,-0.7,2.5,45,Kansas
Wallace,"91,717","104,461","118,874","136,715",92,13.9,13.8,15,9,Kansas
Washington,"251,765","246,993","223,372","222,464",70,-1.9,-9.6,-0.4,83,Kansas
Wichita,"292,084","370,792","260,805","293,066",59,26.9,-29.7,12.4,12,Kansas
Wilson,"330,042","332,939","341,281","347,352",48,0.9,2.5,1.8,55,Kansas
Woodson,"77,787","75,314","82,177","81,905",103,-3.2,9.1,-0.3,82,Kansas
Wyandotte,"11,280,263","10,213,177","10,343,504","10,433,971",3,-9.5,1.3,0.9,67,Kansas
Adair,"334,063","323,124","321,031","328,768",75,-3.3,-0.6,2.4,25,Kentucky
Allen,"410,211","422,826","414,250","429,841",62,3.1,-2,3.8,12,Kentucky
Anderson,"420,867","419,662","423,735","434,709",61,-0.3,1,2.6,22,Kentucky
Ballard,"290,060","263,645","252,110","238,341",88,-9.1,-4.4,-5.5,119,Kentucky
Barren,"1,365,942","1,365,099","1,375,848","1,381,824",27,-0.1,0.8,0.4,69,Kentucky
Bath,"154,741","151,033","151,011","153,922",109,-2.4,0,1.9,33,Kentucky
Bell,"692,212","668,744","672,496","668,283",48,-3.4,0.6,-0.6,90,Kentucky
Boone,"7,318,891","7,600,790","7,867,282","8,145,159",3,3.9,3.5,3.5,16,Kentucky
Bourbon,"744,961","732,345","731,288","744,850",45,-1.7,-0.1,1.9,34,Kentucky
Boyd,"4,048,973","3,521,869","3,948,906","4,208,514",8,-13,12.1,6.6,2,Kentucky
Boyle,"1,121,562","1,142,634","1,149,019","1,172,393",33,1.9,0.6,2,30,Kentucky
Bracken,"118,321","134,210","137,725","135,668",113,13.4,2.6,-1.5,105,Kentucky
Breathitt,"239,313","227,452","226,979","225,099",91,-5,-0.2,-0.8,93,Kentucky
Breckinridge,"353,258","333,236","351,063","349,646",71,-5.7,5.3,-0.4,87,Kentucky
Bullitt,"1,931,010","2,033,335","2,160,673","2,225,729",16,5.3,6.3,3,18,Kentucky
Butler,"330,437","353,326","356,088","348,093",72,6.9,0.8,-2.2,110,Kentucky
Caldwell,"329,034","342,619","336,463","356,610",70,4.1,-1.8,6,5,Kentucky
Calloway,"1,273,362","1,262,457","1,275,408","1,280,784",28,-0.9,1,0.4,70,Kentucky
Campbell,"2,726,347","2,843,604","2,851,553","2,894,065",12,4.3,0.3,1.5,46,Kentucky
Carlisle,"159,057","184,440","160,316","160,381",106,16,-13.1,0,76,Kentucky
Carroll,"1,422,864","1,429,168","1,426,104","1,436,244",25,0.4,-0.2,0.7,62,Kentucky
Carter,"407,821","398,748","398,965","403,150",64,-2.2,0.1,1,54,Kentucky
Casey,"294,882","293,275","291,641","296,078",79,-0.5,-0.6,1.5,44,Kentucky
Christian,"5,617,476","5,290,368","5,332,431","5,274,474",6,-5.8,0.8,-1.1,97,Kentucky
Clark,"1,199,230","1,202,730","1,216,726","1,245,254",30,0.3,1.2,2.3,28,Kentucky
Clay,"330,305","332,107","331,892","328,743",76,0.5,-0.1,-0.9,95,Kentucky
Clinton,"267,365","253,142","261,517","270,001",85,-5.3,3.3,3.2,17,Kentucky
Crittenden,"195,957","196,673","192,069","191,802",99,0.4,-2.3,-0.1,80,Kentucky
Cumberland,"144,331","142,886","147,966","158,340",107,-1,3.6,7,1,Kentucky
Daviess,"4,009,903","3,942,353","3,999,442","4,067,175",9,-1.7,1.4,1.7,37,Kentucky
Edmonson,"140,862","144,948","143,980","144,647",111,2.9,-0.7,0.5,68,Kentucky
Elliott,"69,935","70,494","72,313","71,457",118,0.8,2.6,-1.2,99,Kentucky
Estill,"196,706","191,779","192,273","189,800",100,-2.5,0.3,-1.3,103,Kentucky
Fayette,"18,688,907","19,071,470","19,038,234","19,202,370",2,2,-0.2,0.9,57,Kentucky
Fleming,"273,588","262,228","265,919","271,775",83,-4.2,1.4,2.2,29,Kentucky
Floyd,"1,057,043","1,043,654","1,078,687","1,056,986",35,-1.3,3.4,-2,108,Kentucky
Franklin,"3,130,442","3,214,004","3,139,636","3,228,327",11,2.7,-2.3,2.8,20,Kentucky
Fulton,"214,841","200,953","202,473","195,791",96,-6.5,0.8,-3.3,113,Kentucky
Gallatin,"375,762","387,483","358,545","357,027",69,3.1,-7.5,-0.4,88,Kentucky
Garrard,"212,057","201,843","199,394","204,461",94,-4.8,-1.2,2.5,23,Kentucky
Grant,"452,276","470,195","470,354","469,275",57,4,0,-0.2,82,Kentucky
Graves,"1,119,325","1,116,481","1,187,750","1,174,116",32,-0.3,6.4,-1.1,98,Kentucky
Grayson,"642,063","642,590","668,725","662,447",49,0.1,4.1,-0.9,94,Kentucky
Green,"153,699","143,527","155,480","150,893",110,-6.6,8.3,-3,111,Kentucky
Greenup,"730,103","706,302","704,707","724,722",46,-3.3,-0.2,2.8,19,Kentucky
Hancock,"914,973","942,511","833,590","824,556",43,3,-11.6,-1.1,96,Kentucky
Hardin,"4,575,889","4,595,481","4,723,036","4,763,191",7,0.4,2.8,0.9,58,Kentucky
Harlan,"608,935","574,442","569,723","568,852",54,-5.7,-0.8,-0.2,81,Kentucky
Harrison,"437,267","458,049","447,737","455,479",58,4.8,-2.3,1.7,35,Kentucky
Hart,"482,173","481,915","493,184","500,613",56,-0.1,2.3,1.5,45,Kentucky
Henderson,"1,947,046","1,983,475","1,927,128","1,917,354",19,1.9,-2.8,-0.5,89,Kentucky
Henry,"364,746","366,756","358,080","365,170",66,0.6,-2.4,2,31,Kentucky
Hickman,"204,456","211,743","213,077","218,142",92,3.6,0.6,2.4,27,Kentucky
Hopkins,"1,685,754","1,609,850","1,588,555","1,525,769",22,-4.5,-1.3,-4,115,Kentucky
Jackson,"161,745","160,644","153,462","155,025",108,-0.7,-4.5,1,55,Kentucky
Jefferson,"47,191,298","48,115,832","48,991,855","49,831,577",1,2,1.8,1.7,36,Kentucky
Jessamine,"1,410,397","1,431,319","1,482,306","1,503,480",24,1.5,3.6,1.4,48,Kentucky
Johnson,"419,585","406,733","408,723","403,777",63,-3.1,0.5,-1.2,101,Kentucky
Kenton,"6,366,621","6,611,468","6,611,565","6,947,960",4,3.8,0,5.1,6,Kentucky
Knott,"274,983","223,316","209,899","210,393",93,-18.8,-6,0.2,73,Kentucky
Knox,"588,773","583,276","584,762","577,658",53,-0.9,0.3,-1.2,102,Kentucky
Larue,"196,042","201,321","195,117","194,582",97,2.7,-3.1,-0.3,84,Kentucky
Laurel,"1,859,409","1,909,331","1,960,167","1,990,777",18,2.7,2.7,1.6,39,Kentucky
Lawrence,"411,751","308,179","302,934","315,702",77,-25.2,-1.7,4.2,9,Kentucky
Lee,"131,378","129,564","125,759","133,468",114,-1.4,-2.9,6.1,4,Kentucky
Leslie,"170,826","161,986","160,905","160,409",105,-5.2,-0.7,-0.3,85,Kentucky
Letcher,"404,839","356,917","347,871","363,118",68,-11.8,-2.5,4.4,8,Kentucky
Lewis,"177,167","168,741","168,300","168,650",103,-4.8,-0.3,0.2,74,Kentucky
Lincoln,"382,469","395,092","394,834","393,493",65,3.3,-0.1,-0.3,86,Kentucky
Livingston,"299,715","287,657","294,497","279,110",82,-4,2.4,-5.2,117,Kentucky
Logan,"1,227,146","1,235,117","1,209,259","1,193,555",31,0.6,-2.1,-1.3,104,Kentucky
Lyon,"173,248","179,267","195,522","189,106",101,3.5,9.1,-3.3,112,Kentucky
McCracken,"3,700,034","3,742,652","3,622,083","3,679,761",10,1.2,-3.2,1.6,38,Kentucky
McCreary,"221,557","222,330","225,736","225,837",90,0.3,1.5,0,75,Kentucky
McLean,"286,556","298,483","318,820","331,604",74,4.2,6.8,4,10,Kentucky
Madison,"2,575,607","2,581,961","2,583,441","2,634,589",14,0.2,0.1,2,32,Kentucky
Magoffin,"153,543","140,825","134,596","139,446",112,-8.3,-4.4,3.6,15,Kentucky
Marion,"664,483","673,604","685,475","710,662",47,1.4,1.8,3.7,14,Kentucky
Marshall,"1,134,531","1,131,830","1,148,245","1,154,718",34,-0.2,1.5,0.6,64,Kentucky
Martin,"366,207","355,841","325,430","305,534",78,-2.8,-8.5,-6.1,120,Kentucky
Mason,"907,580","991,158","935,037","972,077",37,9.2,-5.7,4,11,Kentucky
Meade,"442,904","447,045","430,697","435,899",60,0.9,-3.7,1.2,51,Kentucky
Menifee,"76,532","76,260","77,323","78,518",116,-0.4,1.4,1.5,41,Kentucky
Mercer,"912,096","965,305","899,479","923,901",39,5.8,-6.8,2.7,21,Kentucky
Metcalfe,"179,173","173,301","185,724","186,698",102,-3.3,7.2,0.5,65,Kentucky
Monroe,"275,501","278,600","284,461","287,913",81,1.1,2.1,1.2,50,Kentucky
Montgomery,"903,218","891,325","891,219","894,854",40,-1.3,0,0.4,71,Kentucky
Morgan,"220,998","232,272","236,300","236,315",89,5.1,1.7,0,78,Kentucky
Muhlenberg,"1,504,308","1,311,811","1,228,479","1,258,930",29,-12.8,-6.4,2.5,24,Kentucky
Nelson,"1,493,343","1,485,673","1,529,638","1,586,803",21,-0.5,3,3.7,13,Kentucky
Nicholas,"80,927","80,076","77,447","77,822",117,-1.1,-3.3,0.5,66,Kentucky
Ohio,"883,878","826,263","842,955","848,711",42,-6.5,2,0.7,63,Kentucky
Oldham,"1,359,293","1,427,548","1,489,256","1,512,023",23,5,4.3,1.5,43,Kentucky
Owen,"182,661","187,209","177,875","168,567",104,2.5,-5,-5.2,118,Kentucky
Owsley,"51,530","51,987","51,191","51,822",119,0.9,-1.5,1.2,49,Kentucky
Pendleton,"251,302","243,906","250,174","246,250",87,-2.9,2.6,-1.6,106,Kentucky
Perry,"1,105,110","966,630","979,952","960,216",38,-12.5,1.4,-2,109,Kentucky
Pike,"2,695,598","2,683,994","2,736,164","2,703,199",13,-0.4,1.9,-1.2,100,Kentucky
Powell,"198,788","197,116","196,627","197,292",95,-0.8,-0.2,0.3,72,Kentucky
Pulaski,"1,960,052","1,988,824","2,003,173","2,051,058",17,1.5,0.7,2.4,26,Kentucky
Robertson,"24,690","26,076","25,335","25,531",120,5.6,-2.8,0.8,61,Kentucky
Rockcastle,"245,515","253,829","262,700","266,553",86,3.4,3.5,1.5,47,Kentucky
Rowan,"646,782","658,578","655,209","662,311",50,1.8,-0.5,1.1,52,Kentucky
Russell,"519,194","509,599","534,487","558,876",55,-1.8,4.9,4.6,7,Kentucky
Scott,"2,243,664","2,338,983","2,397,714","2,422,975",15,4.2,2.5,1.1,53,Kentucky
Shelby,"1,358,955","1,376,677","1,400,602","1,422,182",26,1.3,1.7,1.5,42,Kentucky
Simpson,"808,846","847,797","856,593","850,415",41,4.8,1,-0.7,91,Kentucky
Spencer,"184,304","194,128","195,094","193,530",98,5.3,0.5,-0.8,92,Kentucky
Taylor,"786,395","802,636","824,931","796,470",44,2.1,2.8,-3.5,114,Kentucky
Todd,"327,143","317,705","320,630","340,291",73,-2.9,0.9,6.1,3,Kentucky
Trigg,"294,848","276,512","276,395","271,023",84,-6.2,0,-1.9,107,Kentucky
Trimble,"431,601","435,941","448,918","447,742",59,1,3,-0.3,83,Kentucky
Union,"667,814","626,698","620,104","593,494",51,-6.2,-1.1,-4.3,116,Kentucky
Warren,"5,165,512","5,272,878","5,341,287","5,423,938",5,2.1,1.3,1.5,40,Kentucky
Washington,"295,355","288,403","293,354","294,722",80,-2.4,1.7,0.5,67,Kentucky
Wayne,"361,024","361,242","360,236","363,684",67,0.1,-0.3,1,56,Kentucky
Webster,"657,131","592,060","585,389","590,257",52,-9.9,-1.1,0.8,59,Kentucky
Whitley,"1,552,774","1,625,077","1,634,463","1,632,913",20,4.7,0.6,-0.1,79,Kentucky
Wolfe,"93,035","95,075","92,978","92,991",115,2.2,-2.2,0,77,Kentucky
Woodford,"966,450","979,105","992,683","1,000,732",36,1.3,1.4,0.8,60,Kentucky
Acadia,"1,596,865","1,593,043","1,593,431","1,603,705",30,-0.2,0,0.6,40,Louisiana
Allen,"591,149","615,584","629,176","630,538",45,4.1,2.2,0.2,43,Louisiana
Ascension,"8,200,541","7,922,252","8,313,793","8,603,284",9,-3.4,4.9,3.5,17,Louisiana
Assumption,"439,467","406,603","438,719","453,858",53,-7.5,7.9,3.5,18,Louisiana
Avoyelles,"828,797","833,993","854,404","848,022",40,0.6,2.4,-0.7,54,Louisiana
Beauregard,"916,684","908,107","902,247","921,931",37,-0.9,-0.6,2.2,26,Louisiana
Bienville,"614,943","613,315","705,618","744,493",43,-0.3,15,5.5,6,Louisiana
Bossier,"5,515,885","5,437,417","5,592,987","5,812,033",11,-1.4,2.9,3.9,13,Louisiana
Caddo,"12,924,987","12,866,194","13,077,685","13,294,109",6,-0.5,1.6,1.7,31,Louisiana
Calcasieu,"12,688,677","13,176,048","13,878,425","14,399,795",4,3.8,5.3,3.8,15,Louisiana
Caldwell,"180,711","180,706","177,456","179,444",62,0,-1.8,1.1,38,Louisiana
Cameron,"1,299,342","1,755,741","1,974,504","1,907,462",27,35.1,12.5,-3.4,58,Louisiana
Catahoula,"197,962","202,002","219,910","194,824",60,2,8.9,-11.4,64,Louisiana
Claiborne,"541,167","498,480","517,085","517,129",49,-7.9,3.7,0,46,Louisiana
Concordia,"514,516","553,930","550,827","571,467",48,7.7,-0.6,3.7,16,Louisiana
De Soto,"2,927,784","3,024,224","3,704,041","3,779,059",16,3.3,22.5,2,28,Louisiana
East Baton Rouge,"31,635,259","31,335,354","31,114,864","32,817,001",1,-0.9,-0.7,5.5,7,Louisiana
East Carroll,"175,695","201,446","204,591","187,385",61,14.7,1.6,-8.4,63,Louisiana
East Feliciana,"415,855","409,005","425,595","442,954",56,-1.6,4.1,4.1,12,Louisiana
Evangeline,"879,623","876,533","870,261","870,132",39,-0.4,-0.7,0,47,Louisiana
Franklin,"427,764","424,804","430,950","495,366",51,-0.7,1.4,14.9,2,Louisiana
Grant,"329,792","338,160","338,343","337,955",58,2.5,0.1,-0.1,49,Louisiana
Iberia,"3,588,693","3,190,657","3,105,170","3,117,265",20,-11.1,-2.7,0.4,42,Louisiana
Iberville,"1,846,625","1,920,906","2,066,737","2,056,001",25,4,7.6,-0.5,52,Louisiana
Jackson,"487,363","443,072","448,281","443,556",55,-9.1,1.2,-1.1,56,Louisiana
Jefferson,"21,357,371","21,270,881","21,341,754","21,754,436",3,-0.4,0.3,1.9,29,Louisiana
Jefferson Davis,"908,047","922,418","916,309","913,264",38,1.6,-0.7,-0.3,51,Louisiana
Lafayette,"14,161,299","13,074,227","13,144,874","13,515,417",5,-7.7,0.5,2.8,22,Louisiana
Lafourche,"4,333,557","3,828,674","3,821,091","3,978,516",14,-11.7,-0.2,4.1,11,Louisiana
LaSalle,"455,339","445,973","447,162","462,138",52,-2.1,0.3,3.3,19,Louisiana
Lincoln,"1,880,249","1,909,955","1,945,577","1,914,163",26,1.6,1.9,-1.6,57,Louisiana
Livingston,"2,354,447","2,211,461","2,296,680","2,346,977",24,-6.1,3.9,2.2,25,Louisiana
Madison,"434,753","446,811","443,243","449,912",54,2.8,-0.8,1.5,32,Louisiana
Morehouse,"633,534","683,754","622,742","597,005",47,7.9,-8.9,-4.1,59,Louisiana
Natchitoches,"1,282,694","1,273,527","1,369,322","1,385,024",32,-0.7,7.5,1.1,37,Louisiana
Orleans,"22,624,821","22,652,481","22,640,166","23,196,847",2,0.1,-0.1,2.5,24,Louisiana
Ouachita,"6,891,832","7,164,425","7,194,183","7,285,480",10,4,0.4,1.3,34,Louisiana
Plaquemines,"3,903,701","3,491,159","3,307,851","3,444,860",17,-10.6,-5.3,4.1,10,Louisiana
Pointe Coupee,"784,561","754,677","763,454","708,965",44,-3.8,1.2,-7.1,60,Louisiana
Rapides,"5,140,272","5,244,230","5,259,797","5,322,092",13,2,0.3,1.2,36,Louisiana
Red River,"804,981","821,791","1,094,053","1,271,107",34,2.1,33.1,16.2,1,Louisiana
Richland,"493,663","513,581","501,145","501,952",50,4,-2.4,0.2,45,Louisiana
Sabine,"711,516","663,004","710,769","789,765",42,-6.8,7.2,11.1,3,Louisiana
St. Bernard,"1,341,730","1,369,282","1,325,830","1,317,707",33,2.1,-3.2,-0.6,53,Louisiana
St. Charles,"9,415,697","8,566,834","9,235,840","9,662,139",7,-9,7.8,4.6,8,Louisiana
St. Helena,"146,015","143,046","137,847","141,576",63,-2,-3.6,2.7,23,Louisiana
St. James,"3,091,041","2,644,422","3,019,784","3,133,283",19,-14.4,14.2,3.8,14,Louisiana
St. John the Baptist,"2,884,178","2,915,834","2,562,558","2,367,760",23,1.1,-12.1,-7.6,62,Louisiana
St. Landry,"2,549,714","2,454,562","2,495,327","2,548,496",21,-3.7,1.7,2.1,27,Louisiana
St. Martin,"1,509,427","1,428,451","1,397,653","1,415,755",31,-5.4,-2.2,1.3,33,Louisiana
St. Mary,"2,807,526","2,511,389","2,410,106","2,479,914",22,-10.5,-4,2.9,20,Louisiana
St. Tammany,"8,743,155","8,851,818","8,897,905","9,056,766",8,1.2,0.5,1.8,30,Louisiana
Tangipahoa,"3,687,749","3,708,532","3,863,443","3,894,065",15,0.6,4.2,0.8,39,Louisiana
Tensas,"115,444","133,792","132,184","122,324",64,15.9,-1.2,-7.5,61,Louisiana
Terrebonne,"6,244,249","5,639,720","5,381,059","5,535,908",12,-9.7,-4.6,2.9,21,Louisiana
Union,"632,819","580,206","588,380","624,213",46,-8.3,1.4,6.1,5,Louisiana
Vermilion,"1,831,775","1,689,785","1,728,755","1,732,086",29,-7.8,2.3,0.2,44,Louisiana
Vernon,"1,899,629","1,851,785","1,850,151","1,847,621",28,-2.5,-0.1,-0.1,50,Louisiana
Washington,"1,116,134","1,122,870","1,084,091","1,090,184",36,0.6,-3.5,0.6,41,Louisiana
Webster,"1,123,677","1,098,596","1,076,643","1,123,296",35,-2.2,-2,4.3,9,Louisiana
West Baton Rouge,"3,078,064","2,853,638","3,160,246","3,199,431",18,-7.3,10.7,1.2,35,Louisiana
West Carroll,"205,144","240,769","237,010","252,662",59,17.4,-1.6,6.6,4,Louisiana
West Feliciana,"778,722","778,961","814,343","806,915",41,0,4.5,-0.9,55,Louisiana
Winn,"439,101","431,826","440,342","439,900",57,-1.7,2,-0.1,48,Louisiana
Androscoggin,"4,076,246","4,124,051","4,147,966","4,266,879",5,1.2,0.6,2.9,5,Maine
Aroostook,"2,221,966","2,302,821","2,326,967","2,357,454",6,3.6,1,1.3,10,Maine
Cumberland,"17,697,798","18,239,598","18,928,099","19,382,624",1,3.1,3.8,2.4,8,Maine
Franklin,"982,117","972,847","959,824","985,027",15,-0.9,-1.3,2.6,7,Maine
Hancock,"2,141,685","2,143,713","2,124,723","2,197,937",7,0.1,-0.9,3.4,4,Maine
Kennebec,"4,785,659","4,881,037","4,968,318","5,025,676",4,2,1.8,1.2,11,Maine
Knox,"1,483,391","1,520,106","1,533,423","1,555,505",9,2.5,0.9,1.4,9,Maine
Lincoln,"973,621","991,563","995,145","1,030,391",12,1.8,0.4,3.5,3,Maine
Oxford,"1,473,755","1,488,812","1,534,604","1,551,556",10,1,3.1,1.1,12,Maine
Penobscot,"5,633,056","5,769,790","5,856,821","6,017,850",3,2.4,1.5,2.7,6,Maine
Piscataquis,"493,508","495,156","513,749","534,476",16,0.3,3.8,4,1,Maine
Sagadahoc,"1,406,671","1,432,812","1,444,197","1,442,267",11,1.9,0.8,-0.1,14,Maine
Somerset,"1,636,459","1,676,901","1,678,925","1,660,106",8,2.5,0.1,-1.1,15,Maine
Waldo,"947,534","960,808","987,905","994,584",14,1.4,2.8,0.7,13,Maine
Washington,"1,072,106","1,066,832","1,043,460","1,026,010",13,-0.5,-2.2,-1.7,16,Maine
York,"6,758,274","6,908,370","7,149,557","7,424,554",2,2.2,3.5,3.8,2,Maine
Allegany,"2,814,806","2,847,186","2,853,380","2,828,976",16,1.2,0.2,-0.9,22,Maryland
Anne Arundel,"42,104,490","43,433,071","43,912,212","45,313,225",4,3.2,1.1,3.2,4,Maryland
Baltimore,"45,698,283","47,681,068","47,570,237","48,916,032",2,4.3,-0.2,2.8,7,Maryland
Calvert,"4,180,425","4,512,446","4,703,874","4,127,614",15,7.9,4.2,-12.3,24,Maryland
Caroline,"1,130,209","1,174,149","1,202,262","1,210,266",22,3.9,2.4,0.7,20,Maryland
Carroll,"5,522,837","5,672,663","5,768,914","5,805,798",11,2.7,1.7,0.6,21,Maryland
Cecil,"3,695,969","3,812,378","3,813,650","4,242,723",14,3.1,0,11.3,1,Maryland
Charles,"4,943,019","5,217,937","5,395,576","5,318,368",12,5.6,3.4,-1.4,23,Maryland
Dorchester,"1,263,204","1,273,043","1,279,514","1,288,622",20,0.8,0.5,0.7,19,Maryland
Frederick,"11,761,902","12,069,333","12,184,210","12,479,134",7,2.6,1,2.4,10,Maryland
Garrett,"1,203,901","1,201,151","1,217,228","1,228,093",21,-0.2,1.3,0.9,18,Maryland
Harford,"11,269,904","11,452,466","11,644,215","11,877,161",8,1.6,1.7,2,12,Maryland
Howard,"22,060,113","22,850,190","23,140,957","23,953,910",6,3.6,1.3,3.5,2,Maryland
Kent,"791,154","797,360","817,395","831,822",24,0.8,2.5,1.8,14,Maryland
Montgomery,"79,621,199","83,044,022","83,800,001","86,116,398",1,4.3,0.9,2.8,8,Maryland
Prince George's,"39,183,813","40,288,797","40,673,672","41,879,165",5,2.8,1,3,6,Maryland
Queen Anne's,"1,496,848","1,533,706","1,620,031","1,668,547",19,2.5,5.6,3,5,Maryland
St. Mary's,"6,285,462","6,408,602","6,402,262","6,611,288",10,2,-0.1,3.3,3,Maryland
Somerset,"900,209","886,453","909,121","918,716",23,-1.5,2.6,1.1,17,Maryland
Talbot,"1,975,109","1,936,586","1,941,443","1,983,724",18,-2,0.3,2.2,11,Maryland
Washington,"6,682,471","6,888,801","6,876,083","7,053,214",9,3.1,-0.2,2.6,9,Maryland
Wicomico,"4,622,249","4,751,176","4,848,087","4,915,684",13,2.8,2,1.4,16,Maryland
Worcester,"2,608,013","2,643,282","2,714,543","2,761,060",17,1.4,2.7,1.7,15,Maryland
Baltimore City,"43,432,082","44,465,683","44,769,894","45,594,014",3,2.4,0.7,1.8,13,Maryland
Barnstable,"11,980,440","12,058,261","12,192,071","12,459,842",9,0.6,1.1,2.2,9,Massachussets
Berkshire,"6,539,113","6,577,320","6,563,795","6,659,360",11,0.6,-0.2,1.5,12,Massachussets
Bristol,"22,861,560","22,793,334","23,625,974","23,895,996",6,-0.3,3.7,1.1,14,Massachussets
Dukes,"1,660,210","1,678,037","1,718,947","1,769,760",14,1.1,2.4,3,4,Massachussets
Essex,"40,326,051","41,005,451","42,167,576","43,173,489",4,1.7,2.8,2.4,6,Massachussets
Franklin,"2,688,491","2,701,844","2,749,316","2,807,921",12,0.5,1.8,2.1,10,Massachussets
Hampden,"20,409,531","20,442,640","20,680,926","20,997,698",8,0.2,1.2,1.5,11,Massachussets
Hampshire,"6,540,484","6,599,855","6,751,489","6,838,493",10,0.9,2.3,1.3,13,Massachussets
Middlesex,"144,056,910","146,813,885","150,948,251","157,384,459",1,1.9,2.8,4.3,1,Massachussets
Nantucket,"1,673,678","1,695,910","1,722,140","1,791,518",13,1.3,1.5,4,2,Massachussets
Norfolk,"49,028,135","49,343,248","49,807,121","51,010,895",3,0.6,0.9,2.4,5,Massachussets
Plymouth,"22,538,066","22,708,016","23,329,700","23,842,961",7,0.8,2.7,2.2,8,Massachussets
Suffolk,"102,340,696","105,533,781","108,741,572","112,691,074",2,3.1,3,3.6,3,Massachussets
Worcester,"38,484,393","38,968,029","39,793,112","40,731,879",5,1.3,2.1,2.4,7,Massachussets
Alcona,"207,680","215,680","228,716","234,458",78,3.9,6,2.5,40,Michigan
Alger,"252,524","249,362","248,816","257,950",77,-1.3,-0.2,3.7,21,Michigan
Allegan,"3,794,810","3,957,389","4,025,184","4,429,115",20,4.3,1.7,10,1,Michigan
Alpena,"984,917","973,702","1,002,334","1,013,753",51,-1.1,2.9,1.1,65,Michigan
Antrim,"513,450","512,301","536,896","560,544",64,-0.2,4.8,4.4,11,Michigan
Arenac,"375,044","384,314","397,930","409,206",69,2.5,3.5,2.8,33,Michigan
Baraga,"257,167","246,983","255,425","259,101",76,-4,3.4,1.4,61,Michigan
Barry,"1,436,439","1,357,971","1,438,438","1,434,575",35,-5.5,5.9,-0.3,79,Michigan
Bay,"3,508,955","3,499,875","3,468,934","3,481,282",22,-0.3,-0.9,0.4,75,Michigan
Benzie,"361,287","372,819","375,422","388,078",71,3.2,0.7,3.4,24,Michigan
Berrien,"6,438,915","6,586,651","6,828,838","6,877,563",11,2.3,3.7,0.7,70,Michigan
Branch,"1,184,087","1,245,185","1,260,046","1,313,708",37,5.2,1.2,4.3,12,Michigan
Calhoun,"5,528,791","5,594,998","5,609,810","5,766,360",14,1.2,0.3,2.8,34,Michigan
Cass,"932,658","993,586","1,001,660","1,021,138",50,6.5,0.8,1.9,56,Michigan
Charlevoix,"1,034,295","1,085,000","1,097,980","1,116,998",46,4.9,1.2,1.7,59,Michigan
Cheboygan,"552,905","566,698","566,697","588,424",61,2.5,0,3.8,18,Michigan
Chippewa,"1,019,592","1,033,661","1,050,263","1,074,455",48,1.4,1.6,2.3,46,Michigan
Clare,"740,488","789,999","824,359","868,897",53,6.7,4.3,5.4,5,Michigan
Clinton,"1,660,168","1,705,952","1,763,539","1,773,185",29,2.8,3.4,0.5,72,Michigan
Crawford,"364,684","374,857","419,383","441,864",68,2.8,11.9,5.4,6,Michigan
Delta,"1,139,487","1,147,124","1,140,664","1,174,550",44,0.7,-0.6,3,32,Michigan
Dickinson,"1,161,275","1,202,929","1,230,728","1,268,113",41,3.6,2.3,3,31,Michigan
Eaton,"4,178,968","4,309,150","4,213,443","4,296,062",21,3.1,-2.2,2,54,Michigan
Emmet,"1,455,912","1,479,016","1,527,464","1,562,456",32,1.6,3.3,2.3,47,Michigan
Genesee,"13,194,798","13,122,491","13,162,959","13,455,676",7,-0.5,0.3,2.2,49,Michigan
Gladwin,"418,032","426,696","450,326","468,988",66,2.1,5.5,4.1,13,Michigan
Gogebic,"441,400","454,835","451,286","465,509",67,3,-0.8,3.2,27,Michigan
